Date,Time,PM2.5 particulate matter (Hourly measured),Status
3/3/2024,11:00:00,8.538,V ugm-3 (Ref.eq)
3/3/2024,12:00:00,5.66,V ugm-3 (Ref.eq)
3/3/2024,13:00:00,5.094,V ugm-3 (Ref.eq)
3/3/2024,14:00:00,4.34,V ugm-3 (Ref.eq)
3/3/2024,15:00:00,7.665,V ugm-3 (Ref.eq)
3/3/2024,16:00:00,7.759,V ugm-3 (Ref.eq)
3/3/2024,17:00:00,8.561,V ugm-3 (Ref.eq)
3/3/2024,18:00:00,10.118,V ugm-3 (Ref.eq)
3/3/2024,19:00:00,14.387,V ugm-3 (Ref.eq)
3/3/2024,20:00:00,18.585,V ugm-3 (Ref.eq)
3/3/2024,21:00:00,23.679,V ugm-3 (Ref.eq)
3/3/2024,22:00:00,27.642,V ugm-3 (Ref.eq)
3/3/2024,23:00:00,20.118,V ugm-3 (Ref.eq)
3/3/2024,24:00:00,16.981,V ugm-3 (Ref.eq)
4/3/2024,1:00:00,17.712,V ugm-3 (Ref.eq)
4/3/2024,2:00:00,14.67,V ugm-3 (Ref.eq)
4/3/2024,3:00:00,15.849,V ugm-3 (Ref.eq)
4/3/2024,4:00:00,11.321,V ugm-3 (Ref.eq)
4/3/2024,5:00:00,10.991,V ugm-3 (Ref.eq)
4/3/2024,6:00:00,10.165,V ugm-3 (Ref.eq)
4/3/2024,7:00:00,8.892,V ugm-3 (Ref.eq)
4/3/2024,8:00:00,10.708,V ugm-3 (Ref.eq)
4/3/2024,9:00:00,13.656,V ugm-3 (Ref.eq)
4/3/2024,10:00:00,22.146,V ugm-3 (Ref.eq)
4/3/2024,11:00:00,14.882,V ugm-3 (Ref.eq)
4/3/2024,12:00:00,8.962,V ugm-3 (Ref.eq)
4/3/2024,13:00:00,4.646,V ugm-3 (Ref.eq)
4/3/2024,14:00:00,4.175,V ugm-3 (Ref.eq)
4/3/2024,15:00:00,5.33,V ugm-3 (Ref.eq)
4/3/2024,16:00:00,5.047,V ugm-3 (Ref.eq)
4/3/2024,17:00:00,4.528,V ugm-3 (Ref.eq)
4/3/2024,18:00:00,5.66,V ugm-3 (Ref.eq)
4/3/2024,19:00:00,5.778,V ugm-3 (Ref.eq)
4/3/2024,20:00:00,3.797,V ugm-3 (Ref.eq)
4/3/2024,21:00:00,3.514,V ugm-3 (Ref.eq)
4/3/2024,22:00:00,4.057,V ugm-3 (Ref.eq)
4/3/2024,23:00:00,5.755,V ugm-3 (Ref.eq)
4/3/2024,24:00:00,5.425,V ugm-3 (Ref.eq)
5/3/2024,1:00:00,4.08,V ugm-3 (Ref.eq)
5/3/2024,2:00:00,4.033,V ugm-3 (Ref.eq)
5/3/2024,3:00:00,4.764,V ugm-3 (Ref.eq)
5/3/2024,4:00:00,5.943,V ugm-3 (Ref.eq)
5/3/2024,5:00:00,7.241,V ugm-3 (Ref.eq)
5/3/2024,6:00:00,7.807,V ugm-3 (Ref.eq)
5/3/2024,7:00:00,9.434,V ugm-3 (Ref.eq)
5/3/2024,8:00:00,11.84,V ugm-3 (Ref.eq)
5/3/2024,9:00:00,13.443,V ugm-3 (Ref.eq)
5/3/2024,10:00:00,12.17,V ugm-3 (Ref.eq)
5/3/2024,11:00:00,12.689,V ugm-3 (Ref.eq)
5/3/2024,12:00:00,9.08,V ugm-3 (Ref.eq)
5/3/2024,13:00:00,9.741,V ugm-3 (Ref.eq)
5/3/2024,14:00:00,10.991,V ugm-3 (Ref.eq)
5/3/2024,15:00:00,11.91,V ugm-3 (Ref.eq)
5/3/2024,16:00:00,11.462,V ugm-3 (Ref.eq)
5/3/2024,17:00:00,10.33,V ugm-3 (Ref.eq)
5/3/2024,18:00:00,12.099,V ugm-3 (Ref.eq)
5/3/2024,19:00:00,6.722,V ugm-3 (Ref.eq)
5/3/2024,20:00:00,14.293,V ugm-3 (Ref.eq)
5/3/2024,21:00:00,18.609,V ugm-3 (Ref.eq)
5/3/2024,22:00:00,19.811,V ugm-3 (Ref.eq)
5/3/2024,23:00:00,19.41,V ugm-3 (Ref.eq)
5/3/2024,24:00:00,18.467,V ugm-3 (Ref.eq)
6/3/2024,1:00:00,16.722,V ugm-3 (Ref.eq)
6/3/2024,2:00:00,17.028,V ugm-3 (Ref.eq)
6/3/2024,3:00:00,15.991,V ugm-3 (Ref.eq)
6/3/2024,4:00:00,14.906,V ugm-3 (Ref.eq)
6/3/2024,5:00:00,13.302,V ugm-3 (Ref.eq)
6/3/2024,6:00:00,12.524,V ugm-3 (Ref.eq)
6/3/2024,7:00:00,13.396,V ugm-3 (Ref.eq)
6/3/2024,8:00:00,18.231,V ugm-3 (Ref.eq)
6/3/2024,9:00:00,31.958,V ugm-3 (Ref.eq)
6/3/2024,10:00:00,29.599,V ugm-3 (Ref.eq)
6/3/2024,11:00:00,28.349,V ugm-3 (Ref.eq)
6/3/2024,12:00:00,30.212,V ugm-3 (Ref.eq)
6/3/2024,13:00:00,29.623,V ugm-3 (Ref.eq)
6/3/2024,14:00:00,24.269,V ugm-3 (Ref.eq)
6/3/2024,15:00:00,20.66,V ugm-3 (Ref.eq)
6/3/2024,16:00:00,22.807,V ugm-3 (Ref.eq)
6/3/2024,17:00:00,22.995,V ugm-3 (Ref.eq)
6/3/2024,18:00:00,22.83,V ugm-3 (Ref.eq)
6/3/2024,19:00:00,26.981,V ugm-3 (Ref.eq)
6/3/2024,20:00:00,27.076,V ugm-3 (Ref.eq)
6/3/2024,21:00:00,29.67,V ugm-3 (Ref.eq)
6/3/2024,22:00:00,33.231,V ugm-3 (Ref.eq)
6/3/2024,23:00:00,34.151,V ugm-3 (Ref.eq)
6/3/2024,24:00:00,34.245,V ugm-3 (Ref.eq)
7/3/2024,1:00:00,32.076,V ugm-3 (Ref.eq)
7/3/2024,2:00:00,31.51,V ugm-3 (Ref.eq)
7/3/2024,3:00:00,29.835,V ugm-3 (Ref.eq)
7/3/2024,4:00:00,30.849,V ugm-3 (Ref.eq)
7/3/2024,5:00:00,27.807,V ugm-3 (Ref.eq)
7/3/2024,6:00:00,23.491,V ugm-3 (Ref.eq)
7/3/2024,7:00:00,22.807,V ugm-3 (Ref.eq)
7/3/2024,8:00:00,22.76,V ugm-3 (Ref.eq)
7/3/2024,9:00:00,17.288,V ugm-3 (Ref.eq)
7/3/2024,10:00:00,17.476,V ugm-3 (Ref.eq)
7/3/2024,11:00:00,21.415,V ugm-3 (Ref.eq)
7/3/2024,12:00:00,29.741,V ugm-3 (Ref.eq)
7/3/2024,13:00:00,37.052,V ugm-3 (Ref.eq)
7/3/2024,14:00:00,29.293,V ugm-3 (Ref.eq)
7/3/2024,15:00:00,24.387,V ugm-3 (Ref.eq)
7/3/2024,16:00:00,29.363,V ugm-3 (Ref.eq)
7/3/2024,17:00:00,29.222,V ugm-3 (Ref.eq)
7/3/2024,18:00:00,25.944,V ugm-3 (Ref.eq)
7/3/2024,19:00:00,23.75,V ugm-3 (Ref.eq)
7/3/2024,20:00:00,20.92,V ugm-3 (Ref.eq)
7/3/2024,21:00:00,17.925,V ugm-3 (Ref.eq)
7/3/2024,22:00:00,16.297,V ugm-3 (Ref.eq)
7/3/2024,23:00:00,15.142,V ugm-3 (Ref.eq)
7/3/2024,24:00:00,15.92,V ugm-3 (Ref.eq)
8/3/2024,1:00:00,19.505,V ugm-3 (Ref.eq)
8/3/2024,2:00:00,21.368,V ugm-3 (Ref.eq)
8/3/2024,3:00:00,20.495,V ugm-3 (Ref.eq)
8/3/2024,4:00:00,21.227,V ugm-3 (Ref.eq)
8/3/2024,5:00:00,23.962,V ugm-3 (Ref.eq)
8/3/2024,6:00:00,25.495,V ugm-3 (Ref.eq)
8/3/2024,7:00:00,26.816,V ugm-3 (Ref.eq)
8/3/2024,8:00:00,29.198,V ugm-3 (Ref.eq)
8/3/2024,9:00:00,29.646,V ugm-3 (Ref.eq)
8/3/2024,10:00:00,27.194,V ugm-3 (Ref.eq)
8/3/2024,11:00:00,26.415,V ugm-3 (Ref.eq)
8/3/2024,12:00:00,26.061,V ugm-3 (Ref.eq)
8/3/2024,13:00:00,27.429,V ugm-3 (Ref.eq)
8/3/2024,14:00:00,27.477,V ugm-3 (Ref.eq)
8/3/2024,15:00:00,26.675,V ugm-3 (Ref.eq)
8/3/2024,16:00:00,25.495,V ugm-3 (Ref.eq)
8/3/2024,17:00:00,26.91,V ugm-3 (Ref.eq)
8/3/2024,18:00:00,30.495,V ugm-3 (Ref.eq)
8/3/2024,19:00:00,33.373,V ugm-3 (Ref.eq)
8/3/2024,20:00:00,30.212,V ugm-3 (Ref.eq)
8/3/2024,21:00:00,31.439,V ugm-3 (Ref.eq)
8/3/2024,22:00:00,34.104,V ugm-3 (Ref.eq)
8/3/2024,23:00:00,34.694,V ugm-3 (Ref.eq)
8/3/2024,24:00:00,35.236,V ugm-3 (Ref.eq)
9/3/2024,1:00:00,35.967,V ugm-3 (Ref.eq)
9/3/2024,2:00:00,35.354,V ugm-3 (Ref.eq)
9/3/2024,3:00:00,35.896,V ugm-3 (Ref.eq)
9/3/2024,4:00:00,35,V ugm-3 (Ref.eq)
9/3/2024,5:00:00,35.849,V ugm-3 (Ref.eq)
9/3/2024,6:00:00,37.453,V ugm-3 (Ref.eq)
9/3/2024,7:00:00,39.198,V ugm-3 (Ref.eq)
9/3/2024,8:00:00,41.061,V ugm-3 (Ref.eq)
9/3/2024,9:00:00,42.146,V ugm-3 (Ref.eq)
9/3/2024,10:00:00,44.576,V ugm-3 (Ref.eq)
9/3/2024,11:00:00,41.297,V ugm-3 (Ref.eq)
9/3/2024,12:00:00,37.665,V ugm-3 (Ref.eq)
9/3/2024,13:00:00,30.613,V ugm-3 (Ref.eq)
9/3/2024,14:00:00,28.42,V ugm-3 (Ref.eq)
9/3/2024,15:00:00,28.278,V ugm-3 (Ref.eq)
9/3/2024,16:00:00,35.684,V ugm-3 (Ref.eq)
9/3/2024,17:00:00,40.095,V ugm-3 (Ref.eq)
9/3/2024,18:00:00,42.972,V ugm-3 (Ref.eq)
9/3/2024,19:00:00,38.986,V ugm-3 (Ref.eq)
9/3/2024,20:00:00,43.184,V ugm-3 (Ref.eq)
9/3/2024,21:00:00,45.26,V ugm-3 (Ref.eq)
9/3/2024,22:00:00,47.524,V ugm-3 (Ref.eq)
9/3/2024,23:00:00,44.576,V ugm-3 (Ref.eq)
9/3/2024,24:00:00,41.745,V ugm-3 (Ref.eq)
10/3/2024,1:00:00,38.821,V ugm-3 (Ref.eq)
10/3/2024,2:00:00,37.288,V ugm-3 (Ref.eq)
10/3/2024,3:00:00,35.613,V ugm-3 (Ref.eq)
10/3/2024,4:00:00,33.396,V ugm-3 (Ref.eq)
10/3/2024,5:00:00,33.208,V ugm-3 (Ref.eq)
10/3/2024,6:00:00,27.665,V ugm-3 (Ref.eq)
10/3/2024,7:00:00,20.236,V ugm-3 (Ref.eq)
10/3/2024,8:00:00,20.236,V ugm-3 (Ref.eq)
10/3/2024,9:00:00,23.986,V ugm-3 (Ref.eq)
10/3/2024,10:00:00,25.094,V ugm-3 (Ref.eq)
10/3/2024,11:00:00,29.906,V ugm-3 (Ref.eq)
10/3/2024,12:00:00,35.661,V ugm-3 (Ref.eq)
10/3/2024,13:00:00,31.887,V ugm-3 (Ref.eq)
10/3/2024,14:00:00,28.915,V ugm-3 (Ref.eq)
10/3/2024,15:00:00,29.222,V ugm-3 (Ref.eq)
10/3/2024,16:00:00,31.368,V ugm-3 (Ref.eq)
10/3/2024,17:00:00,38.939,V ugm-3 (Ref.eq)
10/3/2024,18:00:00,43.962,V ugm-3 (Ref.eq)
10/3/2024,19:00:00,46.651,V ugm-3 (Ref.eq)
10/3/2024,20:00:00,43.939,V ugm-3 (Ref.eq)
10/3/2024,21:00:00,33.42,V ugm-3 (Ref.eq)
10/3/2024,22:00:00,36.745,V ugm-3 (Ref.eq)
10/3/2024,23:00:00,35.944,V ugm-3 (Ref.eq)
10/3/2024,24:00:00,33.113,V ugm-3 (Ref.eq)
11/3/2024,1:00:00,32.123,V ugm-3 (Ref.eq)
11/3/2024,2:00:00,28.561,V ugm-3 (Ref.eq)
11/3/2024,3:00:00,26.109,V ugm-3 (Ref.eq)
11/3/2024,4:00:00,28.16,V ugm-3 (Ref.eq)
11/3/2024,5:00:00,27.076,V ugm-3 (Ref.eq)
11/3/2024,6:00:00,28.066,V ugm-3 (Ref.eq)
11/3/2024,7:00:00,26.722,V ugm-3 (Ref.eq)
11/3/2024,8:00:00,25.543,V ugm-3 (Ref.eq)
11/3/2024,9:00:00,26.297,V ugm-3 (Ref.eq)
11/3/2024,10:00:00,26.085,V ugm-3 (Ref.eq)
11/3/2024,11:00:00,25.118,V ugm-3 (Ref.eq)
11/3/2024,12:00:00,24.552,V ugm-3 (Ref.eq)
11/3/2024,13:00:00,23.113,V ugm-3 (Ref.eq)
11/3/2024,14:00:00,23.208,V ugm-3 (Ref.eq)
11/3/2024,15:00:00,21.533,V ugm-3 (Ref.eq)
11/3/2024,16:00:00,21.109,V ugm-3 (Ref.eq)
11/3/2024,17:00:00,21.203,V ugm-3 (Ref.eq)
11/3/2024,18:00:00,22.052,V ugm-3 (Ref.eq)
11/3/2024,19:00:00,23.561,V ugm-3 (Ref.eq)
11/3/2024,20:00:00,26.415,V ugm-3 (Ref.eq)
11/3/2024,21:00:00,23.443,V ugm-3 (Ref.eq)
11/3/2024,22:00:00,21.887,V ugm-3 (Ref.eq)
11/3/2024,23:00:00,22.453,V ugm-3 (Ref.eq)
11/3/2024,24:00:00,20.425,V ugm-3 (Ref.eq)
12/3/2024,1:00:00,22.146,V ugm-3 (Ref.eq)
12/3/2024,2:00:00,22.642,V ugm-3 (Ref.eq)
12/3/2024,3:00:00,24.906,V ugm-3 (Ref.eq)
12/3/2024,4:00:00,25.354,V ugm-3 (Ref.eq)
12/3/2024,5:00:00,25.566,V ugm-3 (Ref.eq)
12/3/2024,6:00:00,25.849,V ugm-3 (Ref.eq)
12/3/2024,7:00:00,22.594,V ugm-3 (Ref.eq)
12/3/2024,8:00:00,13.514,V ugm-3 (Ref.eq)
12/3/2024,9:00:00,9.882,V ugm-3 (Ref.eq)
12/3/2024,10:00:00,7.948,V ugm-3 (Ref.eq)
12/3/2024,11:00:00,5.967,V ugm-3 (Ref.eq)
12/3/2024,12:00:00,5.731,V ugm-3 (Ref.eq)
12/3/2024,13:00:00,4.08,V ugm-3 (Ref.eq)
12/3/2024,14:00:00,3.137,V ugm-3 (Ref.eq)
12/3/2024,15:00:00,1.84,V ugm-3 (Ref.eq)
12/3/2024,16:00:00,1.392,V ugm-3 (Ref.eq)
12/3/2024,17:00:00,1.25,V ugm-3 (Ref.eq)
12/3/2024,18:00:00,1.439,V ugm-3 (Ref.eq)
12/3/2024,19:00:00,1.58,V ugm-3 (Ref.eq)
12/3/2024,20:00:00,1.84,V ugm-3 (Ref.eq)
12/3/2024,21:00:00,1.321,V ugm-3 (Ref.eq)
12/3/2024,22:00:00,0.943,V ugm-3 (Ref.eq)
12/3/2024,23:00:00,0.755,V ugm-3 (Ref.eq)
12/3/2024,24:00:00,0.967,V ugm-3 (Ref.eq)
13/3/2024,1:00:00,1.014,V ugm-3 (Ref.eq)
13/3/2024,2:00:00,1.274,V ugm-3 (Ref.eq)
13/3/2024,3:00:00,0.825,V ugm-3 (Ref.eq)
13/3/2024,4:00:00,0.613,V ugm-3 (Ref.eq)
13/3/2024,5:00:00,0.873,V ugm-3 (Ref.eq)
13/3/2024,6:00:00,1.156,V ugm-3 (Ref.eq)
13/3/2024,7:00:00,0.778,V ugm-3 (Ref.eq)
13/3/2024,8:00:00,0.943,V ugm-3 (Ref.eq)
13/3/2024,9:00:00,1.863,V ugm-3 (Ref.eq)
13/3/2024,10:00:00,1.863,V ugm-3 (Ref.eq)
13/3/2024,11:00:00,2.241,V ugm-3 (Ref.eq)
13/3/2024,12:00:00,1.698,V ugm-3 (Ref.eq)
13/3/2024,13:00:00,1.392,V ugm-3 (Ref.eq)
13/3/2024,14:00:00,0.873,V ugm-3 (Ref.eq)
13/3/2024,15:00:00,1.061,V ugm-3 (Ref.eq)
13/3/2024,16:00:00,1.179,V ugm-3 (Ref.eq)
13/3/2024,17:00:00,1.085,V ugm-3 (Ref.eq)
13/3/2024,18:00:00,1.132,V ugm-3 (Ref.eq)
13/3/2024,19:00:00,1.156,V ugm-3 (Ref.eq)
13/3/2024,20:00:00,1.226,V ugm-3 (Ref.eq)
13/3/2024,21:00:00,1.604,V ugm-3 (Ref.eq)
13/3/2024,22:00:00,2.217,V ugm-3 (Ref.eq)
13/3/2024,23:00:00,2.901,V ugm-3 (Ref.eq)
13/3/2024,24:00:00,3.396,V ugm-3 (Ref.eq)
14/3/2024,1:00:00,4.175,V ugm-3 (Ref.eq)
14/3/2024,2:00:00,4.835,V ugm-3 (Ref.eq)
14/3/2024,3:00:00,5.165,V ugm-3 (Ref.eq)
14/3/2024,4:00:00,5.212,V ugm-3 (Ref.eq)
14/3/2024,5:00:00,5.613,V ugm-3 (Ref.eq)
14/3/2024,6:00:00,5.755,V ugm-3 (Ref.eq)
14/3/2024,7:00:00,5.283,V ugm-3 (Ref.eq)
14/3/2024,8:00:00,4.929,V ugm-3 (Ref.eq)
14/3/2024,9:00:00,4.41,V ugm-3 (Ref.eq)
14/3/2024,10:00:00,5.189,V ugm-3 (Ref.eq)
14/3/2024,11:00:00,6.226,V ugm-3 (Ref.eq)
14/3/2024,12:00:00,7.406,V ugm-3 (Ref.eq)
14/3/2024,13:00:00,7.524,V ugm-3 (Ref.eq)
14/3/2024,14:00:00,7.359,V ugm-3 (Ref.eq)
14/3/2024,15:00:00,5.896,V ugm-3 (Ref.eq)
14/3/2024,16:00:00,4.623,V ugm-3 (Ref.eq)
14/3/2024,17:00:00,4.788,V ugm-3 (Ref.eq)
14/3/2024,18:00:00,4.599,V ugm-3 (Ref.eq)
14/3/2024,19:00:00,4.269,V ugm-3 (Ref.eq)
14/3/2024,20:00:00,4.316,V ugm-3 (Ref.eq)
14/3/2024,21:00:00,3.939,V ugm-3 (Ref.eq)
14/3/2024,22:00:00,1.769,V ugm-3 (Ref.eq)
14/3/2024,23:00:00,1.203,V ugm-3 (Ref.eq)
14/3/2024,24:00:00,1.509,V ugm-3 (Ref.eq)
15/3/2024,1:00:00,1.722,V ugm-3 (Ref.eq)
15/3/2024,2:00:00,3.491,V ugm-3 (Ref.eq)
15/3/2024,3:00:00,4.599,V ugm-3 (Ref.eq)
15/3/2024,4:00:00,6.179,V ugm-3 (Ref.eq)
15/3/2024,5:00:00,5.024,V ugm-3 (Ref.eq)
15/3/2024,6:00:00,2.877,V ugm-3 (Ref.eq)
15/3/2024,7:00:00,3.349,V ugm-3 (Ref.eq)
15/3/2024,8:00:00,4.906,V ugm-3 (Ref.eq)
15/3/2024,9:00:00,5.967,V ugm-3 (Ref.eq)
15/3/2024,10:00:00,5.825,V ugm-3 (Ref.eq)
15/3/2024,11:00:00,5.142,V ugm-3 (Ref.eq)
15/3/2024,12:00:00,3.656,V ugm-3 (Ref.eq)
15/3/2024,13:00:00,2.123,V ugm-3 (Ref.eq)
15/3/2024,14:00:00,1.91,V ugm-3 (Ref.eq)
15/3/2024,15:00:00,1.816,V ugm-3 (Ref.eq)
15/3/2024,16:00:00,2.099,V ugm-3 (Ref.eq)
15/3/2024,17:00:00,2.311,V ugm-3 (Ref.eq)
15/3/2024,18:00:00,3.609,V ugm-3 (Ref.eq)
15/3/2024,19:00:00,4.198,V ugm-3 (Ref.eq)
15/3/2024,20:00:00,5.684,V ugm-3 (Ref.eq)
15/3/2024,21:00:00,7.076,V ugm-3 (Ref.eq)
15/3/2024,22:00:00,4.835,V ugm-3 (Ref.eq)
15/3/2024,23:00:00,5.071,V ugm-3 (Ref.eq)
15/3/2024,24:00:00,4.434,V ugm-3 (Ref.eq)
16/3/2024,1:00:00,4.67,V ugm-3 (Ref.eq)
16/3/2024,2:00:00,3.042,V ugm-3 (Ref.eq)
16/3/2024,3:00:00,3.231,V ugm-3 (Ref.eq)
16/3/2024,4:00:00,2.594,V ugm-3 (Ref.eq)
16/3/2024,5:00:00,2.406,V ugm-3 (Ref.eq)
16/3/2024,6:00:00,2.17,V ugm-3 (Ref.eq)
16/3/2024,7:00:00,2.264,V ugm-3 (Ref.eq)
16/3/2024,8:00:00,2.995,V ugm-3 (Ref.eq)
16/3/2024,9:00:00,4.67,V ugm-3 (Ref.eq)
16/3/2024,10:00:00,2.83,V ugm-3 (Ref.eq)
16/3/2024,11:00:00,2.052,V ugm-3 (Ref.eq)
16/3/2024,12:00:00,2.642,V ugm-3 (Ref.eq)
16/3/2024,13:00:00,4.033,V ugm-3 (Ref.eq)
16/3/2024,14:00:00,4.882,V ugm-3 (Ref.eq)
16/3/2024,15:00:00,4.08,V ugm-3 (Ref.eq)
16/3/2024,16:00:00,5.425,V ugm-3 (Ref.eq)
16/3/2024,17:00:00,6.604,V ugm-3 (Ref.eq)
16/3/2024,18:00:00,5.92,V ugm-3 (Ref.eq)
16/3/2024,19:00:00,6.509,V ugm-3 (Ref.eq)
16/3/2024,20:00:00,6.651,V ugm-3 (Ref.eq)
16/3/2024,21:00:00,9.34,V ugm-3 (Ref.eq)
16/3/2024,22:00:00,10.259,V ugm-3 (Ref.eq)
16/3/2024,23:00:00,10.991,V ugm-3 (Ref.eq)
16/3/2024,24:00:00,12.028,V ugm-3 (Ref.eq)
17/3/2024,1:00:00,11.934,V ugm-3 (Ref.eq)
17/3/2024,2:00:00,12.264,V ugm-3 (Ref.eq)
17/3/2024,3:00:00,10.566,V ugm-3 (Ref.eq)
17/3/2024,4:00:00,9.976,V ugm-3 (Ref.eq)
17/3/2024,5:00:00,6.439,V ugm-3 (Ref.eq)
17/3/2024,6:00:00,5.236,V ugm-3 (Ref.eq)
17/3/2024,7:00:00,1.792,V ugm-3 (Ref.eq)
17/3/2024,8:00:00,1.792,V ugm-3 (Ref.eq)
17/3/2024,9:00:00,1.698,V ugm-3 (Ref.eq)
17/3/2024,10:00:00,1.108,V ugm-3 (Ref.eq)
17/3/2024,11:00:00,1.108,V ugm-3 (Ref.eq)
17/3/2024,12:00:00,0.849,V ugm-3 (Ref.eq)
17/3/2024,13:00:00,1.863,V ugm-3 (Ref.eq)
17/3/2024,14:00:00,1.651,V ugm-3 (Ref.eq)
17/3/2024,15:00:00,1.415,V ugm-3 (Ref.eq)
17/3/2024,16:00:00,1.816,V ugm-3 (Ref.eq)
17/3/2024,17:00:00,6.698,V ugm-3 (Ref.eq)
17/3/2024,18:00:00,3.231,V ugm-3 (Ref.eq)
17/3/2024,19:00:00,2.995,V ugm-3 (Ref.eq)
17/3/2024,20:00:00,4.434,V ugm-3 (Ref.eq)
17/3/2024,21:00:00,4.222,V ugm-3 (Ref.eq)
17/3/2024,22:00:00,5.118,V ugm-3 (Ref.eq)
17/3/2024,23:00:00,5.401,V ugm-3 (Ref.eq)
17/3/2024,24:00:00,5.755,V ugm-3 (Ref.eq)
18/3/2024,1:00:00,5.637,V ugm-3 (Ref.eq)
18/3/2024,2:00:00,5.425,V ugm-3 (Ref.eq)
18/3/2024,3:00:00,5.425,V ugm-3 (Ref.eq)
18/3/2024,4:00:00,5.283,V ugm-3 (Ref.eq)
18/3/2024,5:00:00,5.307,V ugm-3 (Ref.eq)
18/3/2024,6:00:00,5.708,V ugm-3 (Ref.eq)
18/3/2024,7:00:00,5.873,V ugm-3 (Ref.eq)
18/3/2024,8:00:00,5.92,V ugm-3 (Ref.eq)
18/3/2024,9:00:00,5.307,V ugm-3 (Ref.eq)
18/3/2024,10:00:00,3.538,V ugm-3 (Ref.eq)
18/3/2024,11:00:00,3.443,V ugm-3 (Ref.eq)
18/3/2024,12:00:00,4.811,V ugm-3 (Ref.eq)
18/3/2024,13:00:00,2.783,V ugm-3 (Ref.eq)
18/3/2024,14:00:00,3.208,V ugm-3 (Ref.eq)
18/3/2024,15:00:00,2.642,V ugm-3 (Ref.eq)
18/3/2024,16:00:00,2.075,V ugm-3 (Ref.eq)
18/3/2024,17:00:00,2.594,V ugm-3 (Ref.eq)
18/3/2024,18:00:00,2.854,V ugm-3 (Ref.eq)
18/3/2024,19:00:00,3.821,V ugm-3 (Ref.eq)
18/3/2024,20:00:00,4.505,V ugm-3 (Ref.eq)
18/3/2024,21:00:00,6.226,V ugm-3 (Ref.eq)
18/3/2024,22:00:00,6.462,V ugm-3 (Ref.eq)
18/3/2024,23:00:00,6.627,V ugm-3 (Ref.eq)
18/3/2024,24:00:00,5.778,V ugm-3 (Ref.eq)
19/3/2024,1:00:00,5.566,V ugm-3 (Ref.eq)
19/3/2024,2:00:00,4.316,V ugm-3 (Ref.eq)
19/3/2024,3:00:00,3.75,V ugm-3 (Ref.eq)
19/3/2024,4:00:00,3.137,V ugm-3 (Ref.eq)
19/3/2024,5:00:00,2.736,V ugm-3 (Ref.eq)
19/3/2024,6:00:00,2.712,V ugm-3 (Ref.eq)
19/3/2024,7:00:00,2.193,V ugm-3 (Ref.eq)
19/3/2024,8:00:00,1.981,V ugm-3 (Ref.eq)
19/3/2024,9:00:00,2.736,V ugm-3 (Ref.eq)
19/3/2024,10:00:00,3.75,V ugm-3 (Ref.eq)
19/3/2024,11:00:00,3.42,V ugm-3 (Ref.eq)
19/3/2024,12:00:00,4.057,V ugm-3 (Ref.eq)
19/3/2024,13:00:00,2.972,V ugm-3 (Ref.eq)
19/3/2024,14:00:00,2.689,V ugm-3 (Ref.eq)
19/3/2024,15:00:00,2.335,V ugm-3 (Ref.eq)
19/3/2024,16:00:00,2.736,V ugm-3 (Ref.eq)
19/3/2024,17:00:00,2.618,V ugm-3 (Ref.eq)
19/3/2024,18:00:00,4.835,V ugm-3 (Ref.eq)
19/3/2024,19:00:00,11.557,V ugm-3 (Ref.eq)
19/3/2024,20:00:00,11.014,V ugm-3 (Ref.eq)
19/3/2024,21:00:00,13.043,V ugm-3 (Ref.eq)
19/3/2024,22:00:00,14.293,V ugm-3 (Ref.eq)
19/3/2024,23:00:00,12.854,V ugm-3 (Ref.eq)
19/3/2024,24:00:00,12.972,V ugm-3 (Ref.eq)
20/3/2024,1:00:00,12.948,V ugm-3 (Ref.eq)
20/3/2024,2:00:00,11.557,V ugm-3 (Ref.eq)
20/3/2024,3:00:00,11.061,V ugm-3 (Ref.eq)
20/3/2024,4:00:00,10.212,V ugm-3 (Ref.eq)
20/3/2024,5:00:00,12.524,V ugm-3 (Ref.eq)
20/3/2024,6:00:00,12.359,V ugm-3 (Ref.eq)
20/3/2024,7:00:00,12.642,V ugm-3 (Ref.eq)
20/3/2024,8:00:00,14.882,V ugm-3 (Ref.eq)
20/3/2024,9:00:00,14.458,V ugm-3 (Ref.eq)
20/3/2024,10:00:00,8.75,V ugm-3 (Ref.eq)
20/3/2024,11:00:00,6.604,V ugm-3 (Ref.eq)
20/3/2024,12:00:00,3.514,V ugm-3 (Ref.eq)
20/3/2024,13:00:00,1.958,V ugm-3 (Ref.eq)
20/3/2024,14:00:00,2.665,V ugm-3 (Ref.eq)
20/3/2024,15:00:00,6.014,V ugm-3 (Ref.eq)
20/3/2024,16:00:00,6.415,V ugm-3 (Ref.eq)
20/3/2024,17:00:00,4.929,V ugm-3 (Ref.eq)
20/3/2024,18:00:00,6.604,V ugm-3 (Ref.eq)
20/3/2024,19:00:00,9.34,V ugm-3 (Ref.eq)
20/3/2024,20:00:00,12.524,V ugm-3 (Ref.eq)
20/3/2024,21:00:00,15.259,V ugm-3 (Ref.eq)
20/3/2024,22:00:00,17.476,V ugm-3 (Ref.eq)
20/3/2024,23:00:00,16.557,V ugm-3 (Ref.eq)
20/3/2024,24:00:00,15.543,V ugm-3 (Ref.eq)
21/3/2024,1:00:00,15.826,V ugm-3 (Ref.eq)
