time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),surface_pressure (hPa),wind_speed_10m (km/h),wind_direction_10m (°)
2024-09-19T05:00,11.1,92,0,1019.4,8.8,348
2024-09-19T06:00,11.1,97,0,1019.1,9,355
2024-09-19T07:00,11,97,0,1019.6,9.7,358
2024-09-19T08:00,11,98,0,1019.9,10.5,354
2024-09-19T09:00,11.2,97,0,1019.8,11.5,360
2024-09-19T10:00,11.8,92,0,1019.7,12.6,360
2024-09-19T11:00,13,85,0,1019.5,11.2,358
2024-09-19T12:00,14.2,83,0,1019.2,10.6,28
2024-09-19T13:00,16.3,74,0,1018.8,9.7,27
2024-09-19T14:00,17.7,68,0,1017.9,8.1,13
2024-09-19T15:00,19,65,0,1017.2,10,41
2024-09-19T16:00,18.6,68,0,1016.9,11.8,38
2024-09-19T17:00,17.6,72,0,1016.6,11.4,35
2024-09-19T18:00,16.4,76,0,1017.1,9.7,31
2024-09-19T19:00,15.4,83,0,1017.3,10.5,27
2024-09-19T20:00,14.8,86,0,1017.8,8.8,19
2024-09-19T21:00,14.2,86,0,1017.3,10.1,17
2024-09-19T22:00,13.7,88,0,1017.3,11.4,28
2024-09-19T23:00,13.6,89,0,1017,9,5
2024-09-20T00:00,13.4,90,0,1017.3,12.7,25
2024-09-20T01:00,13.3,91,0,1016.7,13.9,25
2024-09-20T02:00,13.1,92,0,1016.7,10.5,16
2024-09-20T03:00,13.2,89,0,1016.4,11.3,22
2024-09-20T04:00,13.2,91,0,1016.2,9,2
2024-09-20T05:00,13.2,91,0,1016,8.7,7
2024-09-20T06:00,12.9,90,0,1015.6,9.7,360
2024-09-20T07:00,13.2,88,0,1015.2,9.4,2
2024-09-20T08:00,13.8,86,0,1015.6,10.1,2
2024-09-20T09:00,14.1,84,0,1015.3,11.3,17
2024-09-20T10:00,15.2,81,0,1015.3,12.9,30
2024-09-20T11:00,16.7,76,0,1014.7,12.2,43
2024-09-20T12:00,17.2,77,0,1014.5,13,51
2024-09-20T13:00,17,80,0.2,1014.4,12.5,41
2024-09-20T14:00,16.9,82,0,1014,14.5,42
2024-09-20T15:00,17.1,79,0,1013.4,13.8,39
2024-09-20T16:00,17.4,77,0,1013.2,14.3,43
2024-09-20T17:00,17.3,77,0,1012.7,14.3,45
2024-09-20T18:00,16.2,88,0,1012.9,12.2,24
2024-09-20T19:00,15.8,91,0,1013.4,11.1,36
2024-09-20T20:00,15.5,92,0,1013.9,11,23
2024-09-20T21:00,15.1,92,0,1013.9,10,30
2024-09-20T22:00,14.7,91,0,1013.7,11.2,33
2024-09-20T23:00,14.4,93,0,1013.8,12.8,32
2024-09-21T00:00,14.5,93,0,1013.6,11.2,21
2024-09-21T01:00,14.4,93,0,1013.1,11.4,11
2024-09-21T02:00,14.3,92,0,1012.6,12.1,12
2024-09-21T03:00,13.9,93,0,1011.9,12.8,11
2024-09-21T04:00,13.8,95,0,1011.4,11.5,14
2024-09-21T05:00,13.8,95,0,1011.8,10.6,24
2024-09-21T06:00,13.7,95,0,1011.6,10.7,12
2024-09-21T07:00,13.9,94,0,1011.8,13.4,20
2024-09-21T08:00,14.4,92,0,1011.8,12.9,30
2024-09-21T09:00,14.4,92,0,1011.6,14.2,27
2024-09-21T10:00,15.8,82,0,1010.7,15.5,44
2024-09-21T11:00,17.5,74,0,1010.2,13,39
2024-09-21T12:00,19.5,63,0,1009.6,14.3,34
2024-09-21T13:00,20.4,60,0,1009.1,13.8,51
2024-09-21T14:00,20.8,59,0,1008.7,14.5,63
2024-09-21T15:00,20.3,65,0,1007.9,14.3,45
2024-09-21T16:00,19.6,68,0,1007.8,14.8,47
2024-09-21T17:00,18.4,74,0,1008.3,12.5,51
2024-09-21T18:00,16.8,79,0,1009.3,12.2,28
2024-09-21T19:00,15.7,84,0,1009.4,12.1,17
2024-09-21T20:00,14.9,88,0,1009.5,11.6,16
2024-09-21T21:00,14.2,87,0,1010.4,13.1,16
2024-09-21T22:00,13.9,89,0.4,1009.7,9.1,351
2024-09-21T23:00,13.8,92,1.8,1009.4,12.5,12
2024-09-22T00:00,13.9,90,0.1,1009.5,9.3,13
2024-09-22T01:00,13.5,88,0,1008.4,12.9,18
2024-09-22T02:00,13.6,92,0,1008.7,10.5,27
2024-09-22T03:00,13.5,92,1.2,1007.5,10.5,354
2024-09-22T04:00,13.2,94,3.7,1007.1,9.7,358
2024-09-22T05:00,13.2,95,3.2,1007.4,7.6,5
2024-09-22T06:00,13,94,2.6,1006.6,10.5,352
2024-09-22T07:00,13.2,92,0.1,1006.7,10.8,360
2024-09-22T08:00,13.5,91,0,1006.3,13.7,14
2024-09-22T09:00,14,89,0,1007.4,11.6,30
2024-09-22T10:00,14.8,85,0.1,1005.7,10.4,20
2024-09-22T11:00,15.4,90,0.1,1005.1,12.8,38
2024-09-22T12:00,15.3,88,0.1,1004.3,11.2,2
2024-09-22T13:00,15.2,92,3.1,1004.3,11.5,41
2024-09-22T14:00,15.4,93,5.1,1003.6,10.5,27
2024-09-22T15:00,15.5,90,1.2,1003,12.1,37
2024-09-22T16:00,15.1,90,2.2,1002.1,11.4,35
2024-09-22T17:00,14.8,91,1.2,1001.9,11.7,43
2024-09-22T18:00,14.1,89,3.4,1001.6,12.4,36
2024-09-22T19:00,13.6,89,0,1001.6,12.9,30
2024-09-22T20:00,12.8,92,0.1,1002.1,13,24
2024-09-22T21:00,12.3,90,4.3,1001.5,14,18
2024-09-22T22:00,12.2,92,0.2,1001.1,9.8,24
2024-09-22T23:00,12.2,95,4.8,1000.5,9.5,11
2024-09-23T00:00,12,95,1,1000.4,10.4,2
2024-09-23T01:00,12,95,2.7,999.4,10.5,356
2024-09-23T02:00,12.2,94,0.6,998.8,10.1,2
2024-09-23T03:00,12.2,93,2,998,10.8,358
2024-09-23T04:00,12.2,93,0,997.1,11.8,348
2024-09-23T05:00,12.4,94,0.4,997,12.4,352
2024-09-23T06:00,12.5,93,0.6,996.1,10,347
2024-09-23T07:00,12.7,93,0.5,995.8,10.8,4
2024-09-23T08:00,12.8,94,0.7,995.6,10.8,360
2024-09-23T09:00,12.8,91,0.1,995.4,13.4,5
2024-09-23T10:00,13.2,91,0,994.9,12.7,353
2024-09-23T11:00,13.2,91,0,994.1,13.7,355
2024-09-23T12:00,13.5,88,0,993.4,14.8,1
2024-09-23T13:00,13.8,87,0,993.3,16.8,10
2024-09-23T14:00,13.8,88,0,993,15.9,5
2024-09-23T15:00,13.4,91,0.1,992.3,14.2,351
2024-09-23T16:00,13.3,92,1.3,992,14.8,354
2024-09-23T17:00,13.1,92,0,991.8,14.8,342
2024-09-23T18:00,13.1,93,0.3,991.7,14.6,350
2024-09-23T19:00,12.9,93,0,992,12.9,347
2024-09-23T20:00,13,88,0,991.9,10.8,334
2024-09-23T21:00,12.8,90,0,991.4,12.2,332
2024-09-23T22:00,12.8,90,0,991.6,14,334
2024-09-23T23:00,12.6,88,0,991.5,14.5,333
2024-09-24T00:00,12.5,87,0,991.7,13,321
2024-09-24T01:00,12.5,86,0,991.5,13.1,323
2024-09-24T02:00,12.4,88,0,991.2,11,319
2024-09-24T03:00,12.1,88,0,991.1,10.7,327
2024-09-24T04:00,12.1,87,0,991.3,9.8,324
2024-09-24T05:00,12.1,87,0,991.2,6.7,306
2024-09-24T06:00,12.2,87,0,991.2,5.4,312
2024-09-24T07:00,12.5,86,0,991.1,2.3,288
2024-09-24T08:00,12.6,86,0,991.5,4.1,255
2024-09-24T09:00,13.7,74,0,992,12.3,291
2024-09-24T10:00,14.4,66,0,992.2,13.7,288
2024-09-24T11:00,15,63,0,992.1,15.4,286
2024-09-24T12:00,14.3,63,0,992.1,15.2,284
2024-09-24T13:00,14.2,60,0,991.9,14.6,280
2024-09-24T14:00,14.2,59,0,991.8,12.8,280
2024-09-24T15:00,14,61,0,991.8,14.1,274
2024-09-24T16:00,13.8,64,0,991.7,15.1,269
2024-09-24T17:00,13.1,66,0,991.9,13.8,264
2024-09-24T18:00,12.4,69,0,992.3,11.5,256
2024-09-24T19:00,11.3,75,0,992.2,10.4,250
2024-09-24T20:00,10.8,79,0,992.3,8.7,253
2024-09-24T21:00,10.4,80,0,991.7,13.3,257
2024-09-24T22:00,10.1,82,0,991.7,12,249
2024-09-24T23:00,9.9,83,0,991.7,9.7,248
2024-09-25T00:00,10.4,82,0,992,7.4,241
2024-09-25T01:00,10.1,81,0,991,5.7,235
2024-09-25T02:00,9.8,81,0,990.9,3.2,207
2024-09-25T03:00,9.4,86,0,990.9,3.5,204
2024-09-25T04:00,9.1,87,0,990.6,2.9,210
2024-09-25T05:00,8.4,89,0,990.5,3.7,191
2024-09-25T06:00,8.2,89,0,990.1,2.5,188
2024-09-25T07:00,7.9,91,0,989.9,3.2,153
2024-09-25T08:00,9,86,0,989.7,2.6,146
2024-09-25T09:00,10.2,79,0,990.2,3.9,146
2024-09-25T10:00,11.1,74,0,989.3,6.6,151
2024-09-25T11:00,11.6,73,0,988.8,7.3,169
2024-09-25T12:00,12.5,67,0,988.4,9.4,148
2024-09-25T13:00,13.1,63,0,987.5,9.8,156
2024-09-25T14:00,13.3,65,0,986.4,10.2,148
2024-09-25T15:00,13.2,70,0.6,986.4,8.8,145
2024-09-25T16:00,12.1,79,1.2,985.2,9.3,126
2024-09-25T17:00,11.4,87,1.7,984.8,9.3,103
2024-09-25T18:00,10.7,91,1.2,982.6,11,101
2024-09-25T19:00,10.6,92,2.4,982.5,12.3,105
2024-09-25T20:00,10.7,93,1.2,981.6,9.5,99
2024-09-25T21:00,10.7,95,0.6,980.9,8.2,61
2024-09-25T22:00,11,95,0.1,979.7,1.3,34
2024-09-25T23:00,11.2,95,0,978.9,2.1,31
2024-09-26T00:00,11.1,99,0,977.7,2.3,219
2024-09-26T01:00,11.2,97,0,977.5,1.6,243
2024-09-26T02:00,11.1,98,0,976.8,1.1,18
2024-09-26T03:00,11.2,95,0,976.4,2.7,293
2024-09-26T04:00,10.9,97,0,974.7,0.8,297
2024-09-26T05:00,10.9,97,0,974.4,1.6,333
2024-09-26T06:00,10.9,96,0,974,2.5,225
2024-09-26T07:00,10.9,96,0,973.9,0.7,90
2024-09-26T08:00,11.3,94,0.8,974.1,4.8,42
2024-09-26T09:00,11.6,92,0,974.6,2.6,74
2024-09-26T10:00,12.1,88,0.4,974.9,4.3,66
2024-09-26T11:00,12.4,87,0.4,975.1,4.7,81
2024-09-26T12:00,12.9,86,0.6,975.2,3.1,36
2024-09-26T13:00,13.4,82,0.2,974.9,3.1,36
2024-09-26T14:00,13.6,80,0.4,974.8,5,21
2024-09-26T15:00,12.4,87,0,975.5,19.3,21
2024-09-26T16:00,11.4,83,0.3,975.3,22.1,12
2024-09-26T17:00,11.1,80,0,975.9,23.1,11
2024-09-26T18:00,10.9,83,0.1,977.4,18,357
2024-09-26T19:00,10.6,83,0,977.1,16,351
2024-09-26T20:00,10.4,83,0.1,977.9,21.5,351
2024-09-26T21:00,10.3,83,0.4,979.2,17.2,344
2024-09-26T22:00,10,85,0.4,978.4,20,337
2024-09-26T23:00,9.8,85,1.6,979.2,24.9,346
2024-09-27T00:00,9.7,86,1.8,979.8,21.6,345
2024-09-27T01:00,9.6,84,2,980.8,22.8,348
2024-09-27T02:00,9.7,80,2,981.7,21.9,351
2024-09-27T03:00,9.6,69,0.8,982.4,20.5,350
2024-09-27T04:00,9.3,78,1.5,982.9,19.4,342
2024-09-27T05:00,9.3,74,1.6,984.1,19.9,338
2024-09-27T06:00,9.3,81,1.1,984.7,19.5,341
2024-09-27T07:00,9.6,81,0,986.9,19.9,340
2024-09-27T08:00,9.9,75,0,988.4,21.6,345
2024-09-27T09:00,10.2,72,0,989.6,25.5,347
2024-09-27T10:00,10.1,69,0,991.2,27.5,346
2024-09-27T11:00,10.8,64,0,992.8,22.9,347
2024-09-27T12:00,11.9,57,0,993.9,19.5,344
2024-09-27T13:00,12,53,0,995.2,19.9,343
2024-09-27T14:00,12.1,52,0,996.4,18.4,343
2024-09-27T15:00,12.1,52,0,997.2,16.9,320
2024-09-27T16:00,11.7,52,0,998.1,18.6,314
2024-09-27T17:00,10.9,56,0,999.2,16.1,310
2024-09-27T18:00,10,57,0,1000.6,12.2,304
2024-09-27T19:00,9.2,61,0,1002,10.5,308
2024-09-27T20:00,8.6,64,0,1002.9,8.6,303
2024-09-27T21:00,8.2,65,0,1003.7,7.8,292
2024-09-27T22:00,8,64,0,1004.3,6.5,276
2024-09-27T23:00,7.7,65,0,1005.2,6.3,283
2024-09-28T00:00,7.6,68,0,1006.1,8,288
2024-09-28T01:00,7.5,70,0,1006.5,7.4,284
2024-09-28T02:00,7.1,72,0,1007.2,6.6,279
2024-09-28T03:00,6.7,75,0,1007.2,6.1,273
2024-09-28T04:00,6.4,78,0,1008.3,4.3,270
2024-09-28T05:00,5.9,82,0,1008.6,3.7,259
2024-09-28T06:00,6,81,0,1009.4,4.3,265
2024-09-28T07:00,6,80,0,1010.2,3.4,252
2024-09-28T08:00,7.4,73,0,1010.8,3,256
2024-09-28T09:00,9.1,63,0,1012.4,4.7,270
2024-09-28T10:00,11.1,56,0,1012.1,6.2,291
2024-09-28T11:00,12.6,55,0,1011.7,13.4,301
2024-09-28T12:00,13,53,0,1012.2,11.8,293
2024-09-28T13:00,13,57,0,1012.6,10.8,272
2024-09-28T14:00,13,60,0,1012.7,11.6,265
2024-09-28T15:00,13,59,0,1013.3,10.3,258
2024-09-28T16:00,12.9,62,0,1012.8,10.7,258
2024-09-28T17:00,12.1,69,0,1013,8.7,253
2024-09-28T18:00,11.3,75,0,1013.1,5.9,232
2024-09-28T19:00,10.6,79,0,1013.8,4,175
2024-09-28T20:00,9.8,83,0,1014.1,4.7,189
2024-09-28T21:00,9,88,0,1014.5,4.1,195
2024-09-28T22:00,8.4,89,0,1014.4,3.6,225
2024-09-28T23:00,7.8,91,0,1014.7,3.3,229
2024-09-29T00:00,7.6,89,0,1013.8,3.1,216
2024-09-29T01:00,7.1,92,0,1013.9,2.6,196
2024-09-29T02:00,6.5,95,0,1013.7,2.9,210
2024-09-29T03:00,5.9,97,0,1012.7,2.7,203
2024-09-29T04:00,6.1,94,0,1012.8,2.9,210
2024-09-29T05:00,6,94,0,1012.4,2.4,207
2024-09-29T06:00,5.9,95,0,1012.6,2.2,180
2024-09-29T07:00,6,96,0,1012.1,2.2,189
2024-09-29T08:00,7.3,93,0,1011.8,1.5,166
2024-09-29T09:00,9,84,0,1011,5.8,158
2024-09-29T10:00,9.9,79,0,1010.3,7.4,151
2024-09-29T11:00,11.1,75,0,1009.5,8.7,135
2024-09-29T12:00,11.4,71,0,1009,10,131
2024-09-29T13:00,12.3,67,0,1008.1,13.5,138
2024-09-29T14:00,12.4,66,0,1006.8,14.1,142
2024-09-29T15:00,12.4,65,0,1004.9,16.8,137
2024-09-29T16:00,12.3,65,0.1,1004.9,13.8,137
2024-09-29T17:00,11.8,70,0,1004.1,14.7,118
2024-09-29T18:00,11.3,73,0.2,1002.2,15.4,123
2024-09-29T19:00,10.8,74,0.1,1002.6,13.9,127
2024-09-29T20:00,10.1,77,0.4,1002,13,118
2024-09-29T21:00,9.8,76,0.1,1000.3,12.4,120
2024-09-29T22:00,9.8,77,0.1,999.7,14,125
2024-09-29T23:00,9.6,83,1.1,998.7,11.6,106
2024-09-30T00:00,10.1,81,0.1,997.6,12.6,114
2024-09-30T01:00,10.1,82,0.1,996.1,12.5,102
2024-09-30T02:00,10.2,82,0.1,995.3,12.3,105
2024-09-30T03:00,10.2,82,0.5,993.6,10.6,100
2024-09-30T04:00,10.1,85,1,993.5,10.3,78
2024-09-30T05:00,9.9,90,4,993,11.3,68
2024-09-30T06:00,10.2,93,3.9,992.9,10.2,67
2024-09-30T07:00,10.5,93,4.9,992,14.4,68
2024-09-30T08:00,10.9,93,1.3,992.3,12.2,66
2024-09-30T09:00,11.4,92,0.6,992.6,9.2,59
2024-09-30T10:00,11.6,93,0.3,992.3,6.4,63
2024-09-30T11:00,11.8,93,0.3,991.6,7.1,41
2024-09-30T12:00,12.3,94,0,991.2,9.2,31
2024-09-30T13:00,12.2,96,4.5,990.5,7.9,24
2024-09-30T14:00,12.2,95,5.2,990.3,10.8,30
2024-09-30T15:00,12,95,3.7,990.8,12.4,17
2024-09-30T16:00,11.4,93,5.5,990.4,16.7,6
2024-09-30T17:00,11.4,93,7.9,991,20.8,351
2024-09-30T18:00,11.1,92,5.6,992,24.2,345
2024-09-30T19:00,11.2,91,4.5,993.7,22.6,346
2024-09-30T20:00,11.2,89,1.5,994.7,20.5,350
2024-09-30T21:00,11.4,90,0,995.1,18.8,340
2024-09-30T22:00,11.3,90,0,996,16.3,329
2024-09-30T23:00,11.4,87,0,995.8,16.8,329
2024-10-01T00:00,11.5,88,0,996.4,14.5,330
2024-10-01T01:00,11.5,87,0,996.7,15.8,319
2024-10-01T02:00,11.6,87,0,997.3,15.6,322
2024-10-01T03:00,11.6,87,0.3,997.1,14.5,325
2024-10-01T04:00,11.5,87,0,997.5,13.9,323
2024-10-01T05:00,11.5,89,0,997.5,14.2,330
2024-10-01T06:00,11.7,90,0.6,997.7,15.2,329
2024-10-01T07:00,11.9,88,0,998.2,16,337
2024-10-01T08:00,12.1,86,0.3,998.5,17.8,339
2024-10-01T09:00,11.8,86,0.3,998.5,20.1,324
2024-10-01T10:00,11.8,86,3.8,998.3,21.1,337
2024-10-01T11:00,12,85,1.3,998.3,21.1,340
2024-10-01T12:00,12.2,87,0.5,997.9,21.7,349
2024-10-01T13:00,12.6,85,0.5,998.5,19.5,358
2024-10-01T14:00,12.9,82,0.1,999,23.5,6
2024-10-01T15:00,12.6,84,0,998.9,22,360
2024-10-01T16:00,12.5,83,0.1,999.4,19.6,6
2024-10-01T17:00,12.5,81,0,999.7,20.6,4
2024-10-01T18:00,12.2,84,0,1000.3,19.1,359
2024-10-01T19:00,12,85,0,1001.5,17.6,360
2024-10-01T20:00,11.9,84,0,1001.5,18,358
2024-10-01T21:00,11.9,88,0,1001.6,18.4,358
2024-10-01T22:00,11.9,87,0,1001.8,17.3,360
2024-10-01T23:00,11.9,88,0,1002.2,17.3,5
2024-10-02T00:00,11.8,89,0.1,1002.6,17.3,4
2024-10-02T01:00,11.7,88,0.1,1003.4,15.4,11
2024-10-02T02:00,11.6,89,0,1004.2,15,10
2024-10-02T03:00,11.5,89,0,1003.5,15.9,13
2024-10-02T04:00,11.4,88,0,1004.1,16.2,12
2024-10-02T05:00,11.4,87,0,1004.8,16,8
2024-10-02T06:00,11.2,85,0,1005.7,15.2,5
2024-10-02T07:00,11.1,84,0,1006.2,15.2,5
2024-10-02T08:00,11.3,85,0,1006.9,14.3,10
2024-10-02T09:00,11.6,83,0,1007.2,14.7,17
2024-10-02T10:00,12,79,0,1007.9,16.9,34
2024-10-02T11:00,12.6,73,0,1007.9,17.8,45
2024-10-02T12:00,13.1,70,0,1008.1,15.3,47
2024-10-02T13:00,14.6,53,0,1008.4,17.4,52
2024-10-02T14:00,14.4,52,0,1008.8,16.5,54
2024-10-02T15:00,13.3,58,0,1009,16.3,47
2024-10-02T16:00,12.9,62,0,1009.5,15,42
2024-10-02T17:00,11.9,68,0,1009.9,12.1,37
2024-10-02T18:00,11.3,71,0,1010.4,9.4,18
2024-10-02T19:00,10.5,77,0,1011.4,9.4,18
2024-10-02T20:00,9.8,83,0,1011.7,8.3,18
2024-10-02T21:00,9,82,0,1011.8,7.2,18
2024-10-02T22:00,8.7,83,0,1012,6.5,6
2024-10-02T23:00,8.3,84,0,1012.3,5,360
2024-10-03T00:00,7.9,83,0,1011.8,3.9,338
2024-10-03T01:00,7.8,86,0,1012.6,3.8,319
2024-10-03T02:00,7.5,88,0,1012.6,3.6,315
2024-10-03T03:00,7.7,89,0,1012.4,4.2,329
2024-10-03T04:00,7.6,92,0,1012.4,4.6,321
2024-10-03T05:00,7.6,93,0,1012.7,3.9,326
2024-10-03T06:00,7.7,93,0,1012.7,4.3,318
2024-10-03T07:00,7.9,93,0,1013.1,4.7,328
2024-10-03T08:00,8.9,89,0,1013.6,5.2,348
2024-10-03T09:00,10,86,0,1014,8.3,2
2024-10-03T10:00,11.3,80,0,1013.5,9.1,34
2024-10-03T11:00,12.5,75,0,1013,8.4,40
2024-10-03T12:00,14,61,0,1012.7,10.6,80
2024-10-03T13:00,14.8,55,0,1012.4,10.4,90
2024-10-03T14:00,14.4,58,0,1012.3,9.1,99
2024-10-03T15:00,14.7,51,0,1011.6,10.5,98
2024-10-03T16:00,14.6,55,0,1011.9,10.4,88
2024-10-03T17:00,13.7,60,0,1012,6.5,93
2024-10-03T18:00,12.4,68,0,1012,7.1,105
2024-10-03T19:00,11.3,71,0,1012.4,3.4,108
2024-10-03T20:00,10.2,76,0,1012.4,1.3,146
2024-10-03T21:00,9.7,79,0,1012.6,0.8,243
2024-10-03T22:00,8.8,83,0,1011.7,3,256
2024-10-03T23:00,7.8,89,0,1011.9,2.6,254
2024-10-04T00:00,7.3,93,0,1012,2.5,225
2024-10-04T01:00,6.7,95,0,1011.8,2.8,230
2024-10-04T02:00,6.3,96,0,1011.7,2.4,207
2024-10-04T03:00,6.5,95,0,1011.1,2.7,203
2024-10-04T04:00,6.2,94,0,1011.1,2.6,214
2024-10-04T05:00,5.9,93,0,1011,2.2,189
2024-10-04T06:00,5.2,95,0,1010.7,2.2,189
2024-10-04T07:00,5.1,95,0,1010.8,2.6,196
2024-10-04T08:00,6.2,90,0,1010.9,0.7,180
2024-10-04T09:00,8.9,77,0,1011,2.5,135
2024-10-04T10:00,11.5,69,0,1010.7,8.4,170
2024-10-04T11:00,13,66,0,1010.3,12.8,170
2024-10-04T12:00,14,58,0,1010,16.6,180
2024-10-04T13:00,14.4,58,0,1009.6,17,184
2024-10-04T14:00,14.8,52,0,1009.2,14.9,187
2024-10-04T15:00,14.5,53,0,1008.6,13.4,194
2024-10-04T16:00,14.1,55,0,1008.7,11.5,182
2024-10-04T17:00,13.4,62,0,1008,8.8,171
2024-10-04T18:00,12.1,69,0,1008.1,7.3,169
2024-10-04T19:00,11.4,72,0,1008.4,6.6,171
2024-10-04T20:00,10.8,73,0,1008.4,5.4,176
2024-10-04T21:00,10.2,78,0,1008.3,5.8,176
2024-10-04T22:00,10,80,0,1008.1,5.4,176
2024-10-04T23:00,9.7,81,0,1007.9,6.5,180
2024-10-05T00:00,9.3,86,0,1007.6,8.9,194
2024-10-05T01:00,9.2,85,0,1007.2,8.5,192
2024-10-05T02:00,8.8,86,0,1006.9,7.6,188
2024-10-05T03:00,8.6,87,0,1006.5,6.5,180
2024-10-05T04:00,8.5,87,0,1006.6,5.4,172
2024-10-05T05:00,8.1,89,0,1006.2,5.2,155
2024-10-05T06:00,7.6,93,0,1005.5,6.2,170
2024-10-05T07:00,7.5,95,0,1005.6,6.9,174
2024-10-05T08:00,8.4,91,0,1005.4,9,175
2024-10-05T09:00,9.8,84,0,1005.2,10.6,170
2024-10-05T10:00,11.3,79,0,1004.6,12.8,169
2024-10-05T11:00,13.1,72,0,1003.7,14.1,167
2024-10-05T12:00,14.5,62,0,1003,18.2,171
2024-10-05T13:00,15.3,57,0,1001.8,17.9,170
2024-10-05T14:00,15.6,56,0,1001.1,19.4,170
2024-10-05T15:00,15.6,55,0,1000.4,17.2,170
2024-10-05T16:00,14.8,58,0,999.7,15.2,166
2024-10-05T17:00,14,65,0,999.5,10,150
2024-10-05T18:00,12.7,69,0,998.8,8.7,150
2024-10-05T19:00,11.7,73,0,999.3,6.4,153
2024-10-05T20:00,10.9,76,0,998.9,5.4,138
2024-10-05T21:00,10.3,79,0,998.2,7.8,146
2024-10-05T22:00,9.8,81,0,997.4,9.3,152
2024-10-05T23:00,9.6,79,0,996.7,7.6,149
2024-10-06T00:00,9.3,84,0,995.5,7.1,156
2024-10-06T01:00,9.3,85,0,995.4,5.5,148
2024-10-06T02:00,9.2,88,0,994.4,5.4,127
2024-10-06T03:00,9.6,86,0.2,992.9,5.9,133
2024-10-06T04:00,9.8,86,0.1,993.7,6.4,128
2024-10-06T05:00,9.7,88,0.3,993.3,4.8,138
2024-10-06T06:00,9.6,90,0.1,992.3,5.2,115
2024-10-06T07:00,9.5,88,0,992.1,5.6,130
2024-10-06T08:00,9.7,85,0,991.9,5.9,137
2024-10-06T09:00,10.4,83,0,990.9,8.2,142
2024-10-06T10:00,11.1,82,0,990.5,7.9,150
2024-10-06T11:00,12,79,0,989.8,8.9,148
2024-10-06T12:00,13.2,74,0,988.9,13.7,150
2024-10-06T13:00,13.1,76,0,987.9,10.8,154
2024-10-06T14:00,13,78,0,987.6,9,151
2024-10-06T15:00,13.4,75,0,986.7,8.9,159
2024-10-06T16:00,13.1,79,0,986.2,6,147
2024-10-06T17:00,12.5,86,0.2,985.5,4.8,153
2024-10-06T18:00,12.2,88,0.5,985.4,4.5,166
2024-10-06T19:00,12,90,0.4,985.1,6.8,162
2024-10-06T20:00,11.6,93,2.5,984.8,4,153
2024-10-06T21:00,11.7,93,0.3,984.3,4.7,171
2024-10-06T22:00,11.6,93,0,983.6,5.4,184
2024-10-06T23:00,11.6,92,0,983.8,6.3,193
2024-10-07T00:00,12,91,0,983.6,7.5,197
2024-10-07T01:00,12.3,87,0,983.6,14.3,227
2024-10-07T02:00,11.9,86,0,984,14.3,225
2024-10-07T03:00,11.8,85,0,984.1,11.7,227
2024-10-07T04:00,11.2,87,0,984.1,10,218
2024-10-07T05:00,10.8,89,0,984.3,10.6,208
2024-10-07T06:00,10.1,91,0,984.2,9.6,193
2024-10-07T07:00,10.7,91,0,984.8,10,195
2024-10-07T08:00,11.2,91,0,985.6,12.4,202
2024-10-07T09:00,12.1,89,0,985.8,12.9,203
2024-10-07T10:00,13.4,81,0,985.9,15.9,208
2024-10-07T11:00,13.8,80,0,986.1,13.7,194
2024-10-07T12:00,16,66,0,985.8,14.9,217
2024-10-07T13:00,16.7,62,0,985.7,14.8,209
2024-10-07T14:00,17,60,0,985.9,13.9,201
2024-10-07T15:00,17.1,60,0,985.4,12.9,198
2024-10-07T16:00,16.9,62,0,985,9.9,190
2024-10-07T17:00,16,68,0,984.8,5.2,155
2024-10-07T18:00,14.9,70,0,984.9,4.9,144
2024-10-07T19:00,14.1,79,0,984.9,2.8,140
2024-10-07T20:00,13.7,82,0,985.1,2.5,180
2024-10-07T21:00,13,85,0,984.6,3.3,193
2024-10-07T22:00,12.3,90,0,983.7,3,76
2024-10-07T23:00,11.5,95,0.1,983.7,3,76
2024-10-08T00:00,11.3,96,0,983.4,2.3,18
2024-10-08T01:00,11.3,96,0,983.4,2,45
2024-10-08T02:00,10.9,97,0.2,983,2.9,60
2024-10-08T03:00,11,99,0.5,981.8,2.7,23
2024-10-08T04:00,11.2,98,2.5,982.2,2.3,51
2024-10-08T05:00,11.3,98,0,981.8,2.6,74
2024-10-08T06:00,11.4,99,0,981.7,4.4,125
2024-10-08T07:00,11.7,95,0,981.5,4,100
2024-10-08T08:00,12.1,93,0,982.4,6.9,137
2024-10-08T09:00,12.6,88,0,982.2,8.5,168
2024-10-08T10:00,12.9,85,1.1,981.5,7.3,160
2024-10-08T11:00,13.8,82,0.2,981,10.1,163
2024-10-08T12:00,14.8,74,0,980.6,11,161
2024-10-08T13:00,15.7,70,0,980.8,8.1,148
2024-10-08T14:00,15.7,70,0,980.9,10.7,147
2024-10-08T15:00,14.5,83,0,980.1,9,157
2024-10-08T16:00,14.1,83,0.4,980.4,6.6,151
2024-10-08T17:00,13.8,88,0,980.1,6.2,111
2024-10-08T18:00,13.5,86,1.2,979.7,8,153
2024-10-08T19:00,12.9,87,0.8,979.6,8.2,128
2024-10-08T20:00,12.4,91,0.1,979.5,5.9,101
2024-10-08T21:00,12.3,94,0,979.3,6.9,99
