time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),surface_pressure (hPa),wind_speed_10m (km/h),wind_direction_10m (°)
2024-01-01T00:00,7.3,77,0,978.3,15.9,266
2024-01-01T01:00,7.1,79,0.1,979.1,16.3,264
2024-01-01T02:00,7.1,80,0,980.3,16.6,266
2024-01-01T03:00,7.1,77,0,981.6,19.1,267
2024-01-01T04:00,7,76,0,982.2,17.7,266
2024-01-01T05:00,6.9,74,0,983.5,18.4,271
2024-01-01T06:00,7,76,0,984.7,17.7,268
2024-01-01T07:00,6.7,77,0,985.7,16.6,271
2024-01-01T08:00,6.4,76,0,987,14.8,266
2024-01-01T09:00,6.3,78,0,987.7,15,253
2024-01-01T10:00,6.2,76,0,988.6,14.5,247
2024-01-01T11:00,6.4,73,0,989.1,14.2,243
2024-01-01T12:00,6.8,70,0,989.8,13.2,241
2024-01-01T13:00,7,67,0,989.5,11.3,233
2024-01-01T14:00,6.9,69,0,988.8,10.6,208
2024-01-01T15:00,6.5,71,0,988.4,9.8,197
2024-01-01T16:00,6.2,78,0,988.5,8.4,173
2024-01-01T17:00,5.7,83,0,987.6,7.9,156
2024-01-01T18:00,5.5,87,0.1,985.2,9.9,147
2024-01-01T19:00,5.7,90,0.8,983.6,10.7,135
2024-01-01T20:00,5.6,91,1.6,980.9,12.3,122
2024-01-01T21:00,5.8,91,2.9,979.2,13.1,127
2024-01-01T22:00,6.2,92,3.6,976.8,13.5,136
2024-01-01T23:00,6.6,93,3.4,975.3,7.2,153
2024-01-02T00:00,7.3,95,1.9,973.9,2.3,198
2024-01-02T01:00,7.8,95,0.1,974,4.2,160
2024-01-02T02:00,9.4,83,0,974.4,13.3,251
2024-01-02T03:00,9.6,78,0,974,20.4,253
2024-01-02T04:00,9.3,80,0,974.5,14.2,243
2024-01-02T05:00,9,83,0,974.6,8.9,220
2024-01-02T06:00,9,83,0,974.3,9.4,212
2024-01-02T07:00,8.6,87,0,974.2,8,172
2024-01-02T08:00,8.4,89,0,974.1,10.5,186
2024-01-02T09:00,8.4,90,0,973,11.3,189
2024-01-02T10:00,8.6,91,0,972.4,8.4,187
2024-01-02T11:00,9,89,0,971.3,6.1,177
2024-01-02T12:00,8.8,94,0.3,970.7,5.1,135
2024-01-02T13:00,8.5,97,1.3,968.1,5.4,42
2024-01-02T14:00,8.4,95,0.9,966.8,7.4,29
2024-01-02T15:00,8.1,92,0.8,966.4,10.2,8
2024-01-02T16:00,7.9,92,1.1,966.9,10,345
2024-01-02T17:00,7.9,90,1.6,968.1,9.1,304
2024-01-02T18:00,7.8,88,1.4,969.2,8.6,292
2024-01-02T19:00,7.6,82,0.9,970.4,6.2,249
2024-01-02T20:00,7.9,85,0.6,971.3,8.2,255
2024-01-02T21:00,7.9,84,0.2,972.2,8.9,223
2024-01-02T22:00,7.9,81,0,972.5,8.9,243
2024-01-02T23:00,7.9,82,0,972.6,9.2,231
2024-01-03T00:00,8.3,81,0,973.3,10.8,240
2024-01-03T01:00,8.2,81,0,973.9,11,238
2024-01-03T02:00,7.7,82,0,974.3,11.4,235
2024-01-03T03:00,7,87,0,974.5,8.3,214
2024-01-03T04:00,6.4,90,0,974,7.3,213
2024-01-03T05:00,6.4,90,0,974.4,5.5,212
2024-01-03T06:00,6.1,91,0,974.8,3.9,202
2024-01-03T07:00,5.9,92,0,974.7,4,190
2024-01-03T08:00,6.5,91,0,975,6.8,205
2024-01-03T09:00,6.6,92,0,976.1,4.9,163
2024-01-03T10:00,6.7,94,0.8,975.6,4,175
2024-01-03T11:00,7.2,92,0.4,975.9,2.9,187
2024-01-03T12:00,7.2,94,0.7,975.7,0.5,225
2024-01-03T13:00,7.3,95,0.9,976.2,2.1,239
2024-01-03T14:00,7.7,92,1.4,976.9,1.4,270
2024-01-03T15:00,8.3,83,0.6,977,5.8,270
2024-01-03T16:00,7.9,85,0,978.2,5.1,262
2024-01-03T17:00,7.7,86,0,979.3,5.8,270
2024-01-03T18:00,7.6,84,0,980.4,4.1,285
2024-01-03T19:00,7.5,84,0,981.1,7.6,267
2024-01-03T20:00,7.2,85,0,982.3,6.5,267
2024-01-03T21:00,7,86,0,983.2,5.5,247
2024-01-03T22:00,6.5,87,0,983.5,3.8,221
2024-01-03T23:00,6.2,89,0,984.4,4.8,222
2024-01-04T00:00,6.7,88,0,984.9,4.5,241
2024-01-04T01:00,6.4,90,0,985.4,4.4,189
2024-01-04T02:00,6.2,91,0,986.4,4.4,189
2024-01-04T03:00,6.3,91,0,986.3,5.4,184
2024-01-04T04:00,6.7,89,0.2,986.7,5.9,194
2024-01-04T05:00,6.8,88,0,987.2,6.4,218
2024-01-04T06:00,6.7,85,0,988,8.5,234
2024-01-04T07:00,6.2,85,0,988,8.1,238
2024-01-04T08:00,5.7,87,0,988.9,6.4,218
2024-01-04T09:00,5.7,87,0,989,6.3,204
2024-01-04T10:00,5.9,85,0,989.5,6.6,202
2024-01-04T11:00,6.5,82,0,989.5,7,201
2024-01-04T12:00,7.2,79,0,989.1,8.7,210
2024-01-04T13:00,7.6,75,0,988.6,8.2,218
2024-01-04T14:00,7.6,74,0,988.6,7.1,229
2024-01-04T15:00,7.3,77,0,988.1,5.5,212
2024-01-04T16:00,6.5,83,0,988.4,4.7,180
2024-01-04T17:00,5.6,88,0,988,2.2,189
2024-01-04T18:00,4.8,93,0,988,2,225
2024-01-04T19:00,3.8,95,0,987.8,2.7,293
2024-01-04T20:00,3.8,91,0,987.6,2.9,277
2024-01-04T21:00,4,90,0,987.5,1.6,297
2024-01-04T22:00,4,92,0,987.3,2.6,326
2024-01-04T23:00,4.4,89,0,987.3,3.9,326
2024-01-05T00:00,4.6,86,0,987.4,5.5,337
2024-01-05T01:00,4.7,88,0,987.4,8.4,310
2024-01-05T02:00,4.6,89,0,987.9,4,27
2024-01-05T03:00,4.8,85,0,987.5,7.1,315
2024-01-05T04:00,5,79,0,987.2,8.1,315
2024-01-05T05:00,5,80,0,987.9,5.7,325
2024-01-05T06:00,4.9,81,0,988.4,7.4,313
2024-01-05T07:00,5,84,0,989,8.2,311
2024-01-05T08:00,4.9,85,0,989.6,6.8,302
2024-01-05T09:00,5,84,0,990.4,7.1,311
2024-01-05T10:00,5.4,79,0,991.3,6.6,315
2024-01-05T11:00,6,76,0,992,6.6,319
2024-01-05T12:00,6.6,74,0,992,8.2,319
2024-01-05T13:00,6.8,74,0,992,7.6,329
2024-01-05T14:00,6.9,74,0,993,7.2,333
2024-01-05T15:00,6.9,77,0,993.5,5.2,344
2024-01-05T16:00,6.5,82,0,994.6,2.5,8
2024-01-05T17:00,6.2,85,0,994.9,2.1,329
2024-01-05T18:00,5.7,87,0.4,995.5,1.9,68
2024-01-05T19:00,5.3,90,0,996.5,2.1,59
2024-01-05T20:00,5.1,91,0.2,997.3,1.8,37
2024-01-05T21:00,5,92,0.3,997.9,1.8,259
2024-01-05T22:00,4.9,91,0,998.4,2.3,288
2024-01-05T23:00,4.8,93,0,998.8,1.1,360
2024-01-06T00:00,5.6,86,0,999.7,7.2,333
2024-01-06T01:00,5.1,87,0,1000.3,5.4,323
2024-01-06T02:00,4.7,88,0,1001.1,4.9,306
2024-01-06T03:00,4.6,85,0,1001,6.4,313
2024-01-06T04:00,4.5,83,0,1002.1,6.1,298
2024-01-06T05:00,4.2,83,0,1002.5,5.9,322
2024-01-06T06:00,4.2,83,0,1002.9,6.1,298
2024-01-06T07:00,4,83,0,1003.9,5.3,298
2024-01-06T08:00,3.5,84,0,1004.7,3.9,304
2024-01-06T09:00,3.5,84,0,1006.3,3,284
2024-01-06T10:00,3.8,83,0,1006.9,3.3,257
2024-01-06T11:00,4.6,81,0,1007.3,2.4,297
2024-01-06T12:00,5.5,74,0,1007.2,3.9,326
2024-01-06T13:00,5.9,72,0,1007,6.5,354
2024-01-06T14:00,5.9,73,0,1007.9,7,339
2024-01-06T15:00,5.8,73,0,1008.1,6,343
2024-01-06T16:00,5.3,77,0,1009.5,5.6,345
2024-01-06T17:00,4.9,81,0,1010.2,5,339
2024-01-06T18:00,4.5,81,0,1010.7,4.8,318
2024-01-06T19:00,4.1,82,0,1010.6,5.4,323
2024-01-06T20:00,4.2,82,0,1011.3,4.5,346
2024-01-06T21:00,3.9,85,0,1011.2,5.2,326
2024-01-06T22:00,3.8,83,0,1012.4,6.7,344
2024-01-06T23:00,3.6,83,0,1012.8,7.8,347
2024-01-07T00:00,3.5,84,0,1013.7,6.7,344
2024-01-07T01:00,3.3,86,0,1014.2,5.8,7
2024-01-07T02:00,3.1,87,0,1014.9,5,339
2024-01-07T03:00,2.9,87,0,1015.3,5.9,346
2024-01-07T04:00,2.8,87,0,1015.3,3.6,6
2024-01-07T05:00,2.7,88,0,1015.9,4.5,14
2024-01-07T06:00,2.7,88,0,1016.9,5.2,348
2024-01-07T07:00,2.6,89,0,1016.9,5.2,335
2024-01-07T08:00,2.5,89,0,1017.6,5.1,352
2024-01-07T09:00,2.4,88,0,1017.8,4.3,336
2024-01-07T10:00,2.7,86,0,1019.2,5.7,342
2024-01-07T11:00,3.4,83,0,1019.7,5.3,28
2024-01-07T12:00,3.9,77,0,1019.2,8.2,15
2024-01-07T13:00,4.2,75,0,1019.8,10.2,23
2024-01-07T14:00,4.3,71,0,1019.9,9.7,39
2024-01-07T15:00,4.1,72,0,1020,8.9,27
2024-01-07T16:00,3.8,76,0,1021.3,8.2,23
2024-01-07T17:00,3.1,84,0,1020.9,4.9,17
2024-01-07T18:00,3,83,0,1021.6,5.6,27
2024-01-07T19:00,2.7,85,0,1021.5,1.9,22
2024-01-07T20:00,2.2,88,0,1022.5,2.6,16
2024-01-07T21:00,2.2,90,0,1022.9,2.1,329
2024-01-07T22:00,2.5,88,0,1023.1,1.8,11
2024-01-07T23:00,2.4,86,0,1023.1,2.2,9
2024-01-08T00:00,1.9,84,0,1023.6,2.8,320
2024-01-08T01:00,1.6,85,0,1023.9,3.3,6
2024-01-08T02:00,1.5,86,0,1024.5,2.9,7
2024-01-08T03:00,1.5,88,0,1023.9,3,14
2024-01-08T04:00,1.3,91,0,1024.7,3.2,333
2024-01-08T05:00,1.3,91,0,1024.7,3.2,333
2024-01-08T06:00,1.6,90,0,1024.3,3.7,349
2024-01-08T07:00,1.7,88,0,1024.8,3.7,349
2024-01-08T08:00,1.3,90,0,1024.4,4.4,9
2024-01-08T09:00,1.3,90,0,1024.4,8.2,23
2024-01-08T10:00,1.4,82,0,1025.4,9.2,45
2024-01-08T11:00,1.8,74,0,1025.4,10.2,45
2024-01-08T12:00,2.2,68,0,1025.6,12.3,52
2024-01-08T13:00,2.3,68,0,1025.4,13,46
2024-01-08T14:00,2.3,63,0,1025,14.4,53
2024-01-08T15:00,2.2,64,0,1024.7,15.5,54
2024-01-08T16:00,2,68,0,1025.1,13.2,43
2024-01-08T17:00,1.8,70,0,1024.7,13.3,41
2024-01-08T18:00,1.7,74,0,1024.7,12.2,34
2024-01-08T19:00,1.5,78,0,1024.8,11.2,40
2024-01-08T20:00,1.4,81,0,1025.5,11.2,48
2024-01-08T21:00,1.8,78,0,1024.9,14,42
2024-01-08T22:00,2,78,0,1025,14.5,48
2024-01-08T23:00,1.9,78,0,1024.7,12.3,50
2024-01-09T00:00,2.1,76,0,1024.4,12.5,46
2024-01-09T01:00,2,76,0,1025,12.7,43
2024-01-09T02:00,2,75,0,1025.1,12,46
2024-01-09T03:00,1.9,76,0,1024.4,12,49
2024-01-09T04:00,1.8,77,0,1024.6,10.3,36
2024-01-09T05:00,1.7,77,0,1024.7,10.4,44
2024-01-09T06:00,1.6,75,0,1024.6,11.2,45
2024-01-09T07:00,1.3,77,0,1024.6,10.9,34
2024-01-09T08:00,1.2,80,0,1025.1,11.4,28
2024-01-09T09:00,1.1,77,0,1025.8,10.9,27
2024-01-09T10:00,1.4,77,0,1025.7,11.6,26
2024-01-09T11:00,2.2,73,0,1025.6,12.9,30
2024-01-09T12:00,2.7,70,0,1025,13,34
2024-01-09T13:00,3.4,64,0,1025.2,15.7,53
2024-01-09T14:00,3.6,63,0,1025.1,14.8,51
2024-01-09T15:00,3.3,65,0,1024.7,14.5,48
2024-01-09T16:00,2.8,69,0,1025,14.3,41
2024-01-09T17:00,2.4,73,0,1025.4,11.8,38
2024-01-09T18:00,2.1,76,0,1025.2,11.6,22
2024-01-09T19:00,1.6,81,0,1025.1,11,11
2024-01-09T20:00,1.4,83,0,1025.2,11.4,11
2024-01-09T21:00,1.2,81,0,1024.8,11.9,5
2024-01-09T22:00,0.9,83,0,1024.5,10.8,4
2024-01-09T23:00,0.6,84,0,1024.5,11.5,4
2024-01-10T00:00,0.6,84,0,1024.6,10.8,2
2024-01-10T01:00,0.6,83,0,1024.6,9.7,360
2024-01-10T02:00,0.8,85,0,1024.7,8.6,360
2024-01-10T03:00,1.2,87,0,1024,8.3,2
2024-01-10T04:00,1.2,91,0,1023.2,7.2,6
2024-01-10T05:00,1.1,93,0,1022.9,5,360
2024-01-10T06:00,1.3,96,0,1022.3,5.9,11
2024-01-10T07:00,1.7,96,0,1022.1,6.1,3
2024-01-10T08:00,2,97,0,1022.4,6.9,6
2024-01-10T09:00,2.3,97,0,1022.8,7,12
2024-01-10T10:00,2.8,95,0,1022.9,8,5
2024-01-10T11:00,3.5,94,0,1022.8,11.4,13
2024-01-10T12:00,4.4,88,0,1022.5,11.5,14
2024-01-10T13:00,5,85,0,1022.1,11.2,21
2024-01-10T14:00,5.2,84,0,1021.7,12.1,17
2024-01-10T15:00,5.1,86,0,1021.7,10,21
2024-01-10T16:00,4.9,86,0,1021.2,10.7,14
2024-01-10T17:00,4.7,92,0,1021.6,9.3,36
2024-01-10T18:00,4.3,93,0,1021.9,7.4,14
2024-01-10T19:00,4.3,92,0,1022.6,8.1,21
2024-01-10T20:00,4.1,90,0,1023.4,8.6,15
2024-01-10T21:00,4,92,0,1023.9,8.8,9
2024-01-10T22:00,3.7,90,0,1023.5,9.4,2
2024-01-10T23:00,3.5,91,0,1024.2,8.7,5
2024-01-11T00:00,3.2,86,0,1024.5,10.2,8
2024-01-11T01:00,3.1,84,0,1025,9.7,4
2024-01-11T02:00,3,85,0,1025.6,9,360
2024-01-11T03:00,3.1,83,0,1025.6,10.5,4
2024-01-11T04:00,2.9,83,0,1026.3,9,2
2024-01-11T05:00,2.9,85,0,1026.9,9.4,4
2024-01-11T06:00,3,83,0,1026.8,8.3,360
2024-01-11T07:00,3.2,84,0,1026.8,8.3,358
2024-01-11T08:00,3.4,85,0,1027.6,7.6,3
2024-01-11T09:00,3.5,87,0,1028.6,8,352
2024-01-11T10:00,3.9,88,0,1028.9,8.3,2
2024-01-11T11:00,4.2,87,0,1029.3,12,7
2024-01-11T12:00,4.7,85,0,1029.1,10.4,14
2024-01-11T13:00,4.8,84,0,1029,12.7,8
2024-01-11T14:00,4.8,80,0,1029,11.7,11
2024-01-11T15:00,4.9,80,0,1029.4,11.2,15
2024-01-11T16:00,4.8,82,0,1029.3,12.2,14
2024-01-11T17:00,4.7,83,0,1029.2,10.1,6
2024-01-11T18:00,4.6,85,0,1029.5,10.6,10
2024-01-11T19:00,4.5,85,0,1029.2,11.2,2
2024-01-11T20:00,4.5,84,0,1029.8,11.9,2
2024-01-11T21:00,4.5,87,0,1029.5,12,16
2024-01-11T22:00,4.6,86,0,1029.7,10.7,14
2024-01-11T23:00,4.6,88,0,1029.3,9.4,4
2024-01-12T00:00,4.5,90,0,1029.1,10.8,2
2024-01-12T01:00,4.5,87,0,1029.3,10.3,12
2024-01-12T02:00,4.4,87,0,1029.4,9.5,11
2024-01-12T03:00,4.3,88,0,1028.8,8.7,5
2024-01-12T04:00,4.2,87,0,1028.8,7.9,360
2024-01-12T05:00,4.1,90,0,1028.8,7.6,352
2024-01-12T06:00,4,91,0,1028,6.6,351
2024-01-12T07:00,3.7,90,0,1027.4,8.3,355
2024-01-12T08:00,3.6,89,0,1027.5,6.2,353
2024-01-12T09:00,3.4,91,0,1028,4.8,347
2024-01-12T10:00,3.6,89,0,1027.7,4.7,351
2024-01-12T11:00,3.9,88,0,1027.4,5.4,360
2024-01-12T12:00,3.9,80,0,1026.5,5.4,356
2024-01-12T13:00,4.1,78,0,1025.8,4.5,346
2024-01-12T14:00,4.2,76,0,1025.1,3.8,311
2024-01-12T15:00,3.8,79,0,1024.1,3.7,299
2024-01-12T16:00,3.8,81,0,1024.1,0.7,360
2024-01-12T17:00,3.3,83,0,1023.6,2.1,149
2024-01-12T18:00,2.1,89,0,1022.4,3.4,212
2024-01-12T19:00,1.2,91,0,1022.4,3.1,234
2024-01-12T20:00,0.7,91,0,1021.8,2.1,239
2024-01-12T21:00,0.5,90,0,1021.3,2.4,243
2024-01-12T22:00,0.4,88,0,1020.4,2.3,198
2024-01-12T23:00,0.6,87,0,1019.8,0.4,180
2024-01-13T00:00,0.6,88,0,1019.2,1.8,217
2024-01-13T01:00,1.5,86,0,1018.1,3.1,225
2024-01-13T02:00,1.4,86,0,1017.9,2.6,326
2024-01-13T03:00,0.9,87,0,1017.2,2.3,219
2024-01-13T04:00,2.2,82,0,1016.2,3.1,216
2024-01-13T05:00,2.4,79,0,1015.5,1.5,256
2024-01-13T06:00,2.7,78,0,1015.3,2.5,270
2024-01-13T07:00,2.8,82,0,1015,3.3,257
2024-01-13T08:00,3,83,0,1014.7,3.3,221
2024-01-13T09:00,2.9,85,0,1014.4,4.1,218
2024-01-13T10:00,3.4,86,0,1014.2,3.3,221
2024-01-13T11:00,4.5,85,0,1013.9,3.2,243
2024-01-13T12:00,5.2,85,0,1013.2,7.7,281
2024-01-13T13:00,6,81,0,1012.2,10.6,288
2024-01-13T14:00,6.1,81,0,1011.8,8.7,294
2024-01-13T15:00,6.1,82,0,1011.4,6.2,280
2024-01-13T16:00,5.7,82,0,1010.9,5.8,270
2024-01-13T17:00,5.1,82,0,1010.3,8.4,263
2024-01-13T18:00,4.5,82,0,1009.9,6.9,276
2024-01-13T19:00,4,82,0,1009.6,4.7,270
2024-01-13T20:00,3.2,86,0,1009.2,4.4,261
2024-01-13T21:00,2.6,86,0,1008.9,4.1,255
2024-01-13T22:00,2.2,85,0,1008.5,4,260
2024-01-13T23:00,2,84,0,1008.1,3.8,253
2024-01-14T00:00,2,82,0,1007.5,4,260
2024-01-14T01:00,2,80,0,1006.9,4,260
2024-01-14T02:00,2,80,0,1006.5,3.3,257
2024-01-14T03:00,1.8,84,0,1006.1,3.3,257
2024-01-14T04:00,1.8,84,0,1005.5,3.3,257
2024-01-14T05:00,1.6,85,0,1004.9,3.7,241
2024-01-14T06:00,1.2,86,0,1004.3,1.5,256
2024-01-14T07:00,0.6,90,0,1004.3,2.5,8
2024-01-14T08:00,0.8,89,0,1004.2,2.9,240
2024-01-14T09:00,1,89,0,1004.1,2.4,243
2024-01-14T10:00,1.2,89,0,1004.1,2.9,240
2024-01-14T11:00,1.8,86,0,1003.7,2.3,231
2024-01-14T12:00,2.5,84,0,1003,3.4,252
2024-01-14T13:00,3.5,74,0,1002.3,4.1,315
2024-01-14T14:00,3.6,62,0,1001.7,5.3,332
2024-01-14T15:00,3.7,61,0,1001.4,8.3,326
2024-01-14T16:00,3,68,0.03,1000.6,7.9,323
2024-01-14T17:00,2.2,74,0,1000.5,11.6,324
2024-01-14T18:00,1.6,76,0,1000.1,10.3,315
2024-01-14T19:00,1.1,76,0,1000,11.2,315
2024-01-14T20:00,1,71,0,999.7,9.7,309
2024-01-14T21:00,0.7,74,0,1000,12,311
2024-01-14T22:00,0.5,71,0,999.6,11.8,308
2024-01-14T23:00,0.3,67,0,999.6,11.2,303
2024-01-15T00:00,0.3,68,0,999.1,10.6,305
2024-01-15T01:00,0,67,0,998.8,10.9,304
2024-01-15T02:00,-0.1,65,0,998.9,12,303
2024-01-15T03:00,-0.5,68,0,998.4,13.8,303
2024-01-15T04:00,-0.5,66,0,998,13.9,307
2024-01-15T05:00,-0.6,66,0,997.8,14.8,309
2024-01-15T06:00,-0.6,69,0,998.3,14.8,313
2024-01-15T07:00,-0.9,68,0,998.2,16.5,316
2024-01-15T08:00,-1.1,68,0,998.6,17.3,315
2024-01-15T09:00,-1.2,68,0,999,17.6,317
2024-01-15T10:00,-0.8,64,0,999.7,18.3,315
2024-01-15T11:00,-0.2,59,0,1000,17.8,313
2024-01-15T12:00,0.5,53,0,1001,17.6,317
2024-01-15T13:00,0.7,51,0,1000.3,16.8,315
2024-01-15T14:00,0.7,49,0,1000.1,16.3,317
2024-01-15T15:00,0.4,53,0,999.6,14.5,312
2024-01-15T16:00,0.1,59,0,1000.2,12.6,307
2024-01-15T17:00,-0.4,63,0,1000.5,10.6,298
2024-01-15T18:00,-1.1,65,0,1001.1,7.6,295
2024-01-15T19:00,-1.4,63,0,1001,7.2,288
2024-01-15T20:00,-1.7,62,0,1001.2,6.9,279
2024-01-15T21:00,-1.8,62,0,1001.6,6.2,277
2024-01-15T22:00,-1.9,62,0,1001.4,5.8,266
2024-01-15T23:00,-2,62,0,1001,5.6,255
2024-01-16T00:00,-1.6,62,0,1000.8,4.7,247
2024-01-16T01:00,-1.2,60,0,1000.2,5.4,250
2024-01-16T02:00,-1,67,0,999.7,5.9,256
2024-01-16T03:00,-0.6,68,0,999.9,5.1,231
2024-01-16T04:00,-0.5,72,0,998.7,5.4,228
2024-01-16T05:00,-0.5,77,0,998,4.8,228
2024-01-16T06:00,-0.3,78,0,997.3,8.5,242
2024-01-16T07:00,-0.5,84,0,996.8,6.1,208
2024-01-16T08:00,-0.3,85,0,996.1,6.9,223
2024-01-16T09:00,0.4,85,0,995.6,12.1,240
2024-01-16T10:00,0.8,82,0,994.9,9.7,225
2024-01-16T11:00,1.4,79,0,994.4,11.2,225
2024-01-16T12:00,2,79,0,993,15.5,222
2024-01-16T13:00,2.5,76,0,992.2,13.8,208
2024-01-16T14:00,2.7,76,0,991,14.5,199
2024-01-16T15:00,2.9,74,0,990.2,16.9,214
2024-01-16T16:00,2.6,76,0,989,22.9,224
2024-01-16T17:00,2.3,77,0,988.2,21.7,220
2024-01-16T18:00,2.2,79,0,988.6,20.8,214
2024-01-16T19:00,2,80,0,987.2,18.2,214
2024-01-16T20:00,1.9,81,0,987.3,15.9,213
2024-01-16T21:00,1.9,82,0,987.1,16.2,212
2024-01-16T22:00,1.7,83,0,985.7,15.3,221
2024-01-16T23:00,1.6,82,0,985.4,15.3,227
2024-01-17T00:00,1.7,81,0,984.8,15.9,232
2024-01-17T01:00,1.6,82,0,984.5,13.2,235
2024-01-17T02:00,1.4,87,0.2,984.5,7.2,243
2024-01-17T03:00,1.6,85,0,984.1,6.2,263
2024-01-17T04:00,1.5,85,0,983.3,2.2,270
2024-01-17T05:00,1.1,87,0,982.8,2.3,18
2024-01-17T06:00,0.6,89,0,983.5,2.7,23
2024-01-17T07:00,0.2,90,0,982,2.3,18
2024-01-17T08:00,-0.3,92,0,981.8,3.4,18
2024-01-17T09:00,-0.7,86,0,982.7,4,360
2024-01-17T10:00,-0.8,83,0,982.4,5.4,356
2024-01-17T11:00,-0.6,79,0,982.7,6.1,360
2024-01-17T12:00,-0.1,76,0,982.5,6.8,360
2024-01-17T13:00,0.3,67,0,982.2,7.6,357
2024-01-17T14:00,0.4,60,0,982.2,8.4,353
2024-01-17T15:00,0.2,61,0,982.6,8,342
2024-01-17T16:00,-0.1,62,0,982.4,6.4,333
2024-01-17T17:00,-0.3,63,0,982.8,5.2,326
2024-01-17T18:00,-1,64,0,983.5,3.7,299
2024-01-17T19:00,-1.2,52,0,984.2,3.6,315
2024-01-17T20:00,-1.7,52,0,984.9,4.6,309
2024-01-17T21:00,-2,55,0,986.1,4.4,305
2024-01-17T22:00,-2.2,54,0,985.8,4.5,299
2024-01-17T23:00,-2.2,54,0,986.5,4.2,290
2024-01-18T00:00,-1.8,54,0,987.9,4.9,287
2024-01-18T01:00,-1.9,58,0,987.9,5,291
2024-01-18T02:00,-2,59,0,988.7,5.8,300
2024-01-18T03:00,-1.9,66,0,989.7,6.4,308
2024-01-18T04:00,-2.3,71,0,989.4,5.5,302
2024-01-18T05:00,-2.3,72,0,989.9,6.1,298
2024-01-18T06:00,-1.9,70,0,989.9,6.6,292
2024-01-18T07:00,-1.8,69,0,992.2,7.2,297
2024-01-18T08:00,-1.8,68,0,992.5,7.4,299
2024-01-18T09:00,-1.5,72,0,993.8,7.1,311
2024-01-18T10:00,-0.8,72,0,994.9,7.9,309
2024-01-18T11:00,0.3,69,0,995.9,9.4,310
2024-01-18T12:00,1.1,61,0,997.2,8.7,312
2024-01-18T13:00,1.8,56,0,997.3,7.9,300
2024-01-18T14:00,1.9,52,0,998.6,7.1,294
2024-01-18T15:00,1.3,58,0,998.9,8,280
2024-01-18T16:00,0.8,68,0,999.3,7.6,273
2024-01-18T17:00,0.6,71,0,999.9,10.2,280
2024-01-18T18:00,0.7,71,0,1000.8,11.6,277
2024-01-18T19:00,0.7,72,0,1001.6,11.9,272
2024-01-18T20:00,0.8,75,0,1002.4,13.3,273
2024-01-18T21:00,0.3,78,0,1003.1,14.4,283
2024-01-18T22:00,0.3,81,0,1003.5,13,276
2024-01-18T23:00,0.4,83,0,1003.8,10.9,278
2024-01-19T00:00,0.8,81,0,1004.7,10.5,276
2024-01-19T01:00,0.9,81,0,1005,11.7,281
2024-01-19T02:00,1,80,0,1005.6,9.4,288
2024-01-19T03:00,0.8,82,0,1005.8,6.5,276
2024-01-19T04:00,0.8,82,0,1005.4,2.9,210
2024-01-19T05:00,-0.5,90,0,1005.9,5.7,162
2024-01-19T06:00,-0.7,91,0,1005.8,6.3,149
2024-01-19T07:00,0.7,85,0,1006,3.7,191
2024-01-19T08:00,1.2,80,0,1006.5,11.4,257
2024-01-19T09:00,1.3,78,0,1007.1,9.3,234
2024-01-19T10:00,1.7,75,0,1007.8,9.4,227
2024-01-19T11:00,2.2,71,0,1008,10,229
2024-01-19T12:00,3.2,67,0,1007.2,11.4,235
2024-01-19T13:00,3.7,64,0,1008,14,247
2024-01-19T14:00,3.8,66,0,1008.2,15.8,235
2024-01-19T15:00,3.5,70,0,1008.1,12.8,212
2024-01-19T16:00,2.7,77,0,1008,12.6,200
2024-01-19T17:00,1.9,81,0,1007.9,11.8,203
2024-01-19T18:00,2,74,0,1007.5,14.4,202
2024-01-19T19:00,1.8,75,0,1008.2,13.1,196
2024-01-19T20:00,1.8,74,0,1008.3,12.6,200
2024-01-19T21:00,1.2,76,0,1008.4,15.7,200
2024-01-19T22:00,1.1,79,0,1008,15,190
2024-01-19T23:00,1.3,78,0,1008.3,13.8,189
2024-01-20T00:00,1.4,78,0,1008.8,10.5,188
2024-01-20T01:00,3,71,0,1008.4,13.2,215
2024-01-20T02:00,3.2,72,0,1008.3,18.3,223
2024-01-20T03:00,2.8,71,0,1007.3,25,223
2024-01-20T04:00,2.5,74,0,1007.9,23.4,214
2024-01-20T05:00,2.3,75,0,1008,21.9,210
2024-01-20T06:00,2.2,75,0,1007.7,20.4,206
2024-01-20T07:00,2,76,0,1007,21.3,206
2024-01-20T08:00,1.9,79,0,1006.6,24,213
2024-01-20T09:00,2.1,79,0,1006.6,20.9,207
2024-01-20T10:00,2.2,82,0.1,1005.7,23.5,207
2024-01-20T11:00,2.7,83,0.6,1006.2,26.6,213
2024-01-20T12:00,3.6,78,0.9,1006.7,26.3,213
2024-01-20T13:00,4.1,78,0.8,1006.3,22.9,206
2024-01-20T14:00,4.6,76,0.7,1006.1,23.2,208
2024-01-20T15:00,5.5,75,0.4,1005.1,21.4,200
2024-01-20T16:00,5.6,76,0,1004.8,19.4,198
2024-01-20T17:00,5.5,78,0,1004.3,19.5,199
2024-01-20T18:00,5.7,79,0,1003.2,21.6,198
2024-01-20T19:00,5.4,80,0,1002.7,21.4,193
